,lemma,main form,text,ent,count_terms,chi2
2707,deep tech,deep tech,deep tech | Deep Tech,,3,23.7222656702427
2708,personne physique,personnes physiques,personnes physiques,,3,22.859219452887356
2709,nouveau point,nouveaux points,nouveaux points,,3,30.478959270516473
2710,différence notable,différences notables,différences notables,,3,22.859219452887356
2711,entreprise pharmaceutique,entreprise pharmaceutique,entreprise pharmaceutique | entreprises pharmaceutiques,,3,22.859219452887356
2712,capteur connecter,capteurs connectés,capteurs connectés | Capteurs connectés,,3,22.859219452887356
2713,différence essentiel,différence essentielle,différence essentielle | différences essentielles,,3,22.859219452887356
2714,inquiétude croissant,inquiétude croissante,inquiétudes croissantes | inquiétude croissante,,3,22.859219452887356
2715,différence culturel,différences culturelles,différences culturelles,,3,22.859219452887356
2716,vaste champ,vaste champ,vaste champ,,3,22.859219452887356
2717,engagement international,engagements internationaux,engagements internationaux,,3,22.859219452887356
2718,service professionnel,services professionnels,services professionnels,,3,22.859219452887356
2719,gestion automatiser,gestion automatisé,gestion automatisée | gestion automatisé,,3,22.859219452887356
2720,entreprise nantais,entreprise nantaise,entreprise nantaise,,3,22.859219452887356
2721,personne noir,personnes noires,personnes noires,,3,22.859219452887356
2722,attaque informatique,attaques informatiques,attaques informatiques | Attaques informatiques,,3,22.859219452887356
2723,haut responsable,haut responsable,hauts responsables | haut responsable,,3,22.859219452887356
2724,gestion intelligent,gestion intelligente,gestion intelligente,,3,30.478959270516473
2725,personne susceptible,personnes susceptibles,personnes susceptibles,,3,22.859219452887356
2726,variant génétique,variants génétiques,variants génétiques,,3,30.478959270516473
2727,outil efficace,outil efficace,outils efficaces | outil efficace,,3,22.859219452887356
2728,mechanical turk,mechanical turk,mechanical turk | Mechanical Turk,,3,30.478959270516473
2729,personne supplémentaire,personnes supplémentaires,personnes supplémentaires,,3,22.859219452887356
2730,questionnement éthique,questionnement éthique,questionnement éthique | questionnements éthiques,,3,22.859219452887356
2731,communiste chinois,communiste chinois,communiste chinois | communiste Chinois,,3,45.71843890577471
2732,quantité important,quantité importante,quantité importante | quantités importantes,,3,22.859219452887356
2733,politique général,politique générale,politique générale,,3,22.859219452887356
2734,col bleu,cols bleus,cols bleus,,3,22.859219452887356
2735,nouveau programme,nouveaux programmes,nouveaux programmes,,3,22.859219452887356
2736,vie meilleur,vie meilleure,vie meilleure,,3,22.859219452887356
2737,nouveau profil,nouveaux profils,nouveaux profils,,3,22.859219452887356
2738,valeur marchand,valeur marchande,valeur marchande,,3,22.859219452887356
2739,pensée humain,pensée humaine,pensée humaine,,3,22.859219452887356
2740,david sadek,david sadek,David Sadek,,3,45.71843890577471
2741,service technique,services techniques,services techniques,,3,22.859219452887356
2742,gestion passif,gestion passive,gestion passive | gestions passives,,3,31.629687560323596
2743,surveillance accru,surveillance accrue,surveillance accrue,,3,22.859219452887356
2744,service supplémentaire,service supplémentaire,services supplémentaires | service supplémentaire,,3,30.478959270516473
2745,profil psychologique,profil psychologique,profil psychologique | profils psychologiques,,3,22.859219452887356
2746,médecine général,médecine générale,médecine générale,,3,22.859219452887356
2747,juridique français,juridique français,juridique français,,3,22.859219452887356
2748,politique industriel,politique industrielle,politique industrielle,,3,22.859219452887356
2749,service social,service social,service social | services sociaux,,3,22.859219452887356
2750,politique local,politique locale,politiques locales | politiques locaux | politique locale,,3,22.859219452887356
2751,collaborateur grâce,collaborateurs grâce,collaborateurs grâce,,3,22.859219452887356
2752,sheryl sandberg,sheryl sandberg,Sheryl Sandberg,,3,22.859219452887356
2753,robot chirurgical,robot chirurgical,robot chirurgical | robots chirurgicaux,,3,22.859219452887356
2754,data set,data set,data sets | data set,,3,23.7222656702427
2755,monture c,monture c,monture C,,3,22.859219452887356
2756,simple algorithme,simple algorithme,simple algorithme,,3,22.859219452887356
2757,structure général,structure générale,structure générale | structures générales,,3,22.859219452887356
2758,hépatite c,hépatite c,hépatite C,,3,22.859219452887356
2759,surveillance sanitaire,surveillance sanitaire,surveillance sanitaire,,3,22.859219452887356
2760,logiciel rh,logiciel rh,logiciel RH | logiciels RH,,3,22.859219452887356
2761,théorie économique,théorie économique,théories économiques | théorie économique,,3,22.859219452887356
2762,côté entreprise,côté entreprise,Côté entreprises | Côté entreprise,,3,22.859219452887356
2763,calcul considérable,calcul considérable,calcul considérable | calcul considérables,,3,22.859219452887356
2764,nouveau test,nouveaux tests,nouveaux tests | Nouveaux tests,,3,22.859219452887356
2765,ordre chronologique,ordre chronologique,ordre chronologique,,3,22.859219452887356
2766,jérôme monceaux,jérôme monceaux,Jérôme Monceaux,,3,38.098699088145594
2767,côté obscur,côté obscur,côté obscur,,3,22.859219452887356
2768,vie éternel,vie éternelle,vie éternelle,,3,30.478959270516473
2769,nouveau combinaison,nouvelle combinaison,nouvelle combinaison | nouvelles combinaisons,,3,22.859219452887356
2770,surveillance réglementaire,surveillance réglementaire,surveillance réglementaire,,3,22.859219452887356
2771,intelligence conversationnel,intelligence conversationnelle,intelligences conversationnelles | intelligence conversationnelle,,3,23.7222656702427
2772,meilleur système,meilleur système,meilleurs systèmes | meilleur système,,3,30.478959270516473
2773,maître sud-coréen,maître sud-coréen,maître sud-coréen,,3,22.859219452887356
2774,logiciel watson,logiciel watson,logiciel Watson,,3,22.859219452887356
2775,point clé,point clé,point clé,,3,22.859219452887356
2776,comportement individuel,comportement individuel,comportements individuels | comportement individuel,,3,22.859219452887356
2777,ressource limité,ressources limitées,ressources limitées,,3,22.859219452887356
2778,âge biologique,âge biologique,âge biologique,,3,22.859219452887356
2779,point crucial,point crucial,point crucial | points cruciaux,,3,22.859219452887356
2780,faible pourcentage,faible pourcentage,faible pourcentage,,3,22.859219452887356
2781,calcul informatique,calcul informatique,calcul informatique,,3,22.859219452887356
2782,alexei grinbaum,alexei grinbaum,Alexei Grinbaum,,3,38.098699088145594
2783,utilisation éthique,utilisation éthique,utilisation éthique | utilisations éthiques,,3,22.859219452887356
2784,axe prioritaire,axe prioritaire,axes prioritaires | axe prioritaire,,3,22.859219452887356
2785,composant essentiel,composant essentiel,composants essentiels | composant essentiel,,3,22.859219452887356
2786,théorie mathématique,théorie mathématique,théories mathématiques | théorie mathématique,,3,22.859219452887356
2787,banque britannique,banque britannique,banque britannique,,3,22.859219452887356
2788,simple coup,simple coup,simple coup | Simple coup,,3,22.859219452887356
2789,alexandre elkrief,alexandre elkrief,Alexandre Elkrief | Alexandre ELKRIEF,,3,22.859219452887356
2790,stress post-traumatiqu,stress post-traumatique,stress post-traumatique,,3,22.859219452887356
2791,composant matériel,composants matériels,composants matériels,,3,22.859219452887356
2792,théorie moderne,théorie moderne,théorie moderne | Théorie moderne,,3,23.7222656702427
2793,environnement numérique,environnement numérique,environnement numérique,,3,22.859219452887356
2794,moojan asghari,moojan asghari,Moojan Asghari,,3,30.478959270516473
2795,logiciel métier,logiciel métier,logiciel métier | logiciels métiers,,3,22.859219452887356
2796,trait distinctif,trait distinctif,traits distinctifs | trait distinctif,,3,22.859219452887356
2797,intelligence général,intelligence générale,intelligence générale,,3,22.859219452887356
2798,strict respect,strict respect,strict respect,,3,22.859219452887356
2799,forme rare,forme rare,forme rare,,3,22.859219452887356
2800,nouveau collègue,nouveaux collègues,nouveaux collègues,,3,22.859219452887356
2801,petit annonce,petite annonce,petite annonce | petites annonces,,3,38.098699088145594
2802,médecine traditionnel,médecine traditionnelle,médecine traditionnelle,,3,22.859219452887356
2803,environnement industriel,environnement industriel,environnements industriels | environnement industriel,,3,22.859219452887356
2804,simple calcul,simple calcul,simple calcul,,3,22.859219452887356
2805,potentiel humain,potentiel humain,potentiel humain,,3,30.478959270516473
2806,utilisation potentiel,utilisation potentielle,utilisation potentielle | utilisations potentielles,,3,22.859219452887356
2807,nouveau univers,nouveaux univers,nouveaux univers | nouvel univers,,3,22.859219452887356
2808,petit amie,petite amie,petite amie,,3,22.859219452887356
2809,écriture humain,écriture humain,écriture humain | écriture humaine,,3,22.859219452887356
2810,bancaire européen,bancaire européen,bancaire européenne | bancaire européen,,3,30.478959270516473
2811,environnement grâce,environnement grâce,environnement grâce,,3,22.859219452887356
2812,nouveau synonyme,nouvelles synonymes,nouvelles synonymes,,3,22.859219452887356
2813,fédération international,fédération internationale,fédération internationale | Fédération internationale,,3,30.478959270516473
2814,âge moyen,âge moyen,âge moyen,,3,22.859219452887356
2815,loi fondamental,loi fondamentale,lois fondamentales | loi fondamentale,,3,22.859219452887356
2816,étape ultime,étape ultime,étape ultime,,3,22.859219452887356
2817,justine boquet,justine boquet,Justine Boquet,,3,22.859219452887356
2818,profond mutation,profonde mutation,profonde mutation | profondes mutations,,3,22.859219452887356
2819,loi américain,loi américaine,loi américaine,,3,22.859219452887356
2820,valeur actuel,valeurs actuelles,Valeurs actuelles | valeur actuelle | Valeurs Actuelles,,3,22.859219452887356
2821,daniel kahneman,daniel kahneman,Daniel Kahneman,,3,22.859219452887356
2822,signal audio,signal audio,signal audio,,3,38.098699088145594
2823,loi européen,loi européenne,loi européenne | lois européennes,,3,22.859219452887356
2824,daniela cerqui,daniela cerqui,Daniela Cerqui,,3,22.859219452887356
2825,restauration rapide,restauration rapide,restauration rapide,,3,22.859219452887356
2826,pokémon go,pokémon go,Pokémon Go,,3,30.478959270516473
2827,atelier bnp,atelier bnp,Atelier BNP | atelier BNP,,3,22.859219452887356
2828,pensée élargir,pensée élargie,pensée élargie,,3,22.859219452887356
2829,propre terme,propres termes,propres termes,,3,22.859219452887356
2830,loi français,loi française,loi française,,3,22.859219452887356
2831,minute maximum,minute maximum,minutes maximum | minute maximum,,3,22.859219452887356
2832,cohésion social,cohésion sociale,cohésion sociale,,3,30.478959270516473
2833,mcdonald's,mcdonald's,Mcdonald's | McDonald's,,3,39.53710945040449
2834,acteur traditionnel,acteurs traditionnels,acteurs traditionnels,,3,22.859219452887356
